CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,CustomerSentimentScore,PersonaTag,Churn,llm_sentiment
aa3f23b,32,Male,Los Angeles,Silver,12,255.0,Electronics,2023-11-20,0.012,5.8,Medium,Occasional,"Products are okay, but site is slow.",0.4,Browser,0,3
872df5e,58,Female,Chicago,Platinum,120,4800.75,Home Goods,2024-03-28,0.048,25.5,High,Frequent,Excellent customer service and selection.,1.0,Loyal,0,5
e96865b,28,Male,Houston,Bronze,3,55.99,Books,2022-07-01,0.008,2.1,Low,,Didn't find what I was looking for.,-0.6,Infrequent Buyer,1,2
af80967,51,Female,Phoenix,Silver,35,780.2,Beauty,2024-02-15,0.022,10.1,Medium,Occasional,Good deals during sales.,0.7,Bargain Hunter,0,4
a83f91f,39,Male,Philadelphia,Gold,75,2100.0,Electronics,2024-03-05,0.04,20.3,High,Frequent,Reliable products and service.,0.95,Loyal,0,4
40b1b2d,65,Female,San Antonio,Bronze,8,150.0,Clothing,2023-05-10,0.005,3.5,Low,,"Found something I liked, but haven't been back.",0.2,Infrequent Buyer,1,3
407dfcd,22,Male,San Diego,Silver,18,320.5,Clothing,2024-03-20,0.028,12.7,Medium,Occasional,Site is easy to navigate.,0.6,Browser,0,4
ca02d18,48,Female,Dallas,Platinum,95,3500.0,Jewelry,2024-03-25,0.055,30.1,High,Frequent,Love the unique items available.,1.0,Loyal,0,5
c759225,36,Male,San Jose,Bronze,5,90.0,Sports,2022-09-18,0.007,1.9,Low,,Prices were a bit high.,-0.4,Bargain Hunter,1,2
5e56832,55,Female,Austin,Gold,62,1800.0,Home Goods,2024-03-18,0.038,18.5,High,Frequent,Always find interesting things for my home.,0.9,Loyal,0,4
bd639e8,29,Male,Jacksonville,Silver,25,450.0,Electronics,2024-01-05,0.018,7.2,Medium,Occasional,Delivery was faster than expected.,0.8,Impulsive Buyer,0,4
882eddc,41,Female,Indianapolis,Bronze,2,30.0,Books,2022-11-12,0.004,1.5,Low,,Didn't purchase anything after the first time.,-0.3,Browser,1,3
2b8e812,60,Male,San Francisco,Platinum,110,4200.0,Electronics,2024-03-29,0.05,28.0,High,Frequent,Top-notch products and service.,1.0,Loyal,0,5
646ef17,34,Female,Columbus,Silver,40,950.0,Clothing,2024-03-15,0.025,11.5,Medium,Occasional,Satisfied with my purchases.,0.7,Impulsive Buyer,0,4
8c898b0,53,Male,Fort Worth,Bronze,7,120.0,Sports,2023-03-01,0.006,2.8,Low,,Had an issue with the product.,-0.7,Infrequent Buyer,1,2
762d9d0,27,Female,Charlotte,Gold,50,1300.0,Beauty,2024-03-22,0.032,14.0,High,Frequent,Love the selection of cosmetics.,0.9,Loyal,0,5
8bea56f,49,Male,Detroit,Silver,15,280.0,Home Goods,2023-08-01,0.01,4.5,Medium,Occasional,Website navigation is clunky.,-0.2,Browser,1,2
b43ea13,31,Female,El Paso,Bronze,1,20.0,Books,2022-05-20,0.003,1.2,Low,,"One time purchase, nothing special.",-0.1,Infrequent Buyer,1,3
6e53f90,68,Male,Seattle,Platinum,150,5500.0,Electronics,2024-03-30,0.06,35.0,High,Frequent,"Been a customer for years, always happy.",1.0,Loyal,0,5
11a960a,40,Female,Denver,Gold,85,2500.0,Clothing,2024-03-19,0.042,22.1,High,Frequent,"High quality clothes, worth the price.",0.95,Loyal,0,4
1c6d301,25,Male,Washington,Silver,20,380.0,Sports,2024-02-28,0.02,8.0,Medium,Occasional,Good place for sports gear.,0.7,Impulsive Buyer,0,4
44fb43a,57,Female,Boston,Bronze,4,70.0,Beauty,2023-01-15,0.005,1.8,Low,,Didn't find much I needed.,-0.3,Browser,1,2
4b17ff7,33,Male,Nashville,Platinum,60,1700.0,Electronics,2024-03-27,0.045,23.5,High,Frequent,Excellent deals and fast shipping.,0.98,Loyal,0,5
9e50f7f,47,Female,Portland,Silver,10,190.0,Home Goods,2023-06-05,0.009,3.0,Low,,"Found a few items, but not a regular shopper.",0.1,Infrequent Buyer,1,3
7e88cad,23,Male,Las Vegas,Bronze,6,100.0,Clothing,2023-04-10,0.008,2.5,Low,,Expected more variety.,-0.2,Bargain Hunter,1,2
01ef8cf,62,Female,Oklahoma City,Gold,70,2000.0,Jewelry,2024-03-21,0.039,19.0,High,Frequent,"Beautiful pieces, very happy.",0.9,Loyal,0,5
1e7aaea,38,Male,Tucson,Silver,30,600.0,Sports,2024-03-01,0.023,9.5,Medium,Occasional,Found what I needed.,0.6,Impulsive Buyer,0,4
27cfe1f,50,Female,Atlanta,Bronze,3,45.0,Beauty,2022-08-10,0.004,1.0,Low,,Had a bad experience with an order.,-0.8,Infrequent Buyer,1,2
d0fc3fb,30,Male,Milwaukee,Platinum,80,2800.0,Electronics,2024-03-26,0.052,26.0,High,Frequent,Consistently good products and service.,0.99,Loyal,0,5
